,property_type,society,sector,price,price_per_sqft,area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,Wardrobe,furnishing_type,luxury_score
146,house,independent,sector 4,0.7,6648.0,1053.0,3.0,3.0,0,1.0,,Undefined,,117.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,house,independent,sector 10a,1.7,18889.0,900.0,2.0,1.0,2,2.0,East,Old Property,900.0,,,0.0,0.0,0.0,0.0,1.0,3.0,0.0,8.0
148,flat,emaar gurgaon greens,sector 102,1.4,8485.0,1650.0,3.0,3.0,3,9.0,South-West,Relatively New,1650.0,,1200.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0
149,flat,awho shanti vihar,sector 95,0.8,8889.0,900.0,2.0,2.0,3,9.0,East,New Property,900.0,,550.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0
150,flat,conscient heritage max,sector 102,2.15,9307.0,2310.0,3.0,4.0,3,13.0,South,Relatively New,2149.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,101.0
151,flat,the close north,sector 50,2.92,11209.0,2605.0,3.0,3.0,3,10.0,North,Moderately Old,2605.0,2600.0,2100.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,174.0
152,flat,signature signum 95a,sector 95,0.4,7782.0,514.0,2.0,2.0,2,3.0,East,New Property,,,514.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,44.0
153,flat,the lions cghs,sector 56,2.05,8542.0,2400.0,4.0,4.0,3+,8.0,West,Moderately Old,,,2400.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,49.0
154,flat,signature global city 37d ph 2,sector 37d,1.36,8848.0,1537.0,3.0,3.0,3,1.0,North-East,Under Construction,,1535.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,37.0
155,house,independent,sector 14,4.5,20000.0,2250.0,5.0,5.0,1,1.0,,Relatively New,,,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,house,independent,sector 14,3.5,18088.0,1935.0,6.0,4.0,2,2.0,West,Old Property,,214.0,180.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,27.0
157,house,independent,sector 26,15.0,33201.0,4518.0,5.0,6.0,3+,3.0,North,Moderately Old,4518.0,,,1.0,1.0,1.0,1.0,0.0,5.0,1.0,78.0
158,flat,mahindra luminare,sector 59,5.5,18182.0,3025.0,3.0,3.0,1,26.0,Na,Under Construction,3025.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0
159,flat,paras dews,sector 106,1.05,8537.0,1230.0,3.0,4.0,3+,10.0,North-East,Relatively New,1760.0,1345.0,1230.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,174.0
160,flat,orchid island,sector 51,1.7,10652.0,1596.0,3.0,4.0,3,2.0,West,Moderately Old,,,1596.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,90.0
161,flat,apex our homes,sector 37c,0.38,4108.0,925.0,2.0,2.0,1,9.0,Na,Relatively New,,925.0,800.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,65.0
162,house,eros rosewood villas,sector 49,2.5,13514.0,1850.0,3.0,3.0,2,2.0,East,Moderately Old,,1900.0,1850.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,59.0
163,flat,m3m soulitude,sector 89,1.3,8701.0,1494.0,3.0,3.0,2,1.0,Na,New Property,1500.0,,900.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45.0
164,flat,godrej aria,sector 79,0.95,6552.0,1450.0,2.0,2.0,3,5.0,East,Relatively New,,,1450.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,174.0
165,flat,godrej aria,sector 79,1.7,7427.0,2289.0,3.0,4.0,3+,6.0,East,New Property,2289.0,,1121.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,81.0
166,flat,m3m heights,sector 65,1.99,15794.0,1260.0,2.0,2.0,2,26.0,Na,Under Construction,1260.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
167,house,bptp visionnaire,sector 70a,4.7,18008.0,2610.0,4.0,4.0,3+,3.0,North-East,New Property,2610.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35.0
168,house,independent,sector 11,1.8,8079.0,2228.0,8.0,5.0,2,1.0,South,Undefined,,,2228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,flat,adani m2k oyster grande,sector 102,1.9,14074.0,1350.0,3.0,4.0,3,21.0,Na,Relatively New,1889.0,,1350.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0
170,flat,karmyogi apartment,sector 10a,2.3,6466.0,3557.0,6.0,4.0,2,6.0,Na,Moderately Old,,,3556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,house,nul,sector 25,9.5,33404.0,2844.0,9.0,9.0,3+,3.0,North-West,Old Property,2844.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81.0
172,flat,godrej nature plus,sector 33,1.2,12000.0,1000.0,2.0,2.0,3+,3.0,North-East,Under Construction,,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0
173,house,ansal sushant lok plots,sector 43,5.8,29974.0,1935.0,6.0,6.0,3,2.0,South-West,Relatively New,1935.0,,,0.0,1.0,0.0,0.0,1.0,6.0,1.0,49.0
174,flat,dlf the ultima,sector 81,3.45,12357.0,2792.0,4.0,4.0,3+,25.0,East,Moderately Old,2792.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67.0
175,house,independent,sector 3 phase 3 extension,0.75,6410.0,1170.0,2.0,2.0,0,1.0,,Undefined,,130.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
176,flat,dlf park place,sector 54,4.85,25867.0,1875.0,3.0,4.0,3+,25.0,South-East,Relatively New,1875.0,,,0.0,1.0,0.0,0.0,0.0,3.0,1.0,26.0
177,flat,hcbs sports ville,sohna road,0.24,7407.0,324.0,1.0,1.0,2,1.0,North,New Property,,,324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0
178,flat,smart world orchard,sector 61,1.47,12250.0,1200.0,2.0,2.0,2,2.0,Na,Under Construction,,,1200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0
179,flat,tulip violet,sector 69,1.43,8888.0,1609.0,3.0,3.0,2,1.0,North-West,Relatively New,1608.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,86.0
180,house,satya the hermitage,sector 103,3.15,6702.0,4700.0,4.0,5.0,0,12.0,East,Undefined,,4700.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0
181,house,international city by sobha phase 2,sector 109,7.0,12963.0,5400.0,4.0,4.0,3+,2.0,West,Relatively New,5400.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,102.0
182,house,uppal southend,sector 49,3.75,25562.0,1467.0,6.0,6.0,3+,3.0,East,Moderately Old,,163.0,,1.0,0.0,0.0,0.0,0.0,6.0,1.0,26.0
183,house,independent,sector 7,6.5,15046.0,4320.0,3.0,2.0,3+,,,Old Property,4320.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
184,flat,zara aavaas,sector 104,0.26,7808.0,333.0,1.0,1.0,2,0.0,North-East,Relatively New,,301.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,91.0
185,flat,m3m heights,sector 65,2.86,13999.0,2043.0,3.0,3.0,3,45.0,East,Under Construction,,,2040.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48.0
186,house,emaar mgf marbella,sector 66,12.0,38095.0,3150.0,5.0,6.0,3+,4.0,North-East,New Property,3150.0,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,38.0
187,flat,puri emerald bay,sector 104,2.3,9388.0,2450.0,3.0,4.0,3+,10.0,North-East,Moderately Old,2450.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,101.0
188,flat,godrej oasis,sector 88a,2.65,16751.0,1582.0,3.0,3.0,3+,10.0,Na,New Property,,,124.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,110.0
189,flat,supertech hilltown,sector 2,0.8,5556.0,1440.0,3.0,2.0,3,8.0,Na,Undefined,,1440.0,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,house,international city by sobha phase 2,sector 109,9.5,26389.0,3600.0,7.0,6.0,3,3.0,West,Relatively New,3600.0,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,138.0
191,flat,smart world orchard,sector 61,1.47,12783.0,1150.0,2.0,2.0,2,4.0,North-East,New Property,,,1150.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,53.0
192,flat,rof ananda,sector 95,0.38,5901.0,644.0,3.0,2.0,1,2.0,South-East,Relatively New,,,644.111776,0.0,0.0,0.0,1.0,0.0,0.0,1.0,66.0
193,flat,m3m skywalk,sector 74,1.5,12500.0,1200.0,2.0,2.0,3,17.0,North-East,Relatively New,1400.0,1300.0,1200.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,174.0
194,flat,hsiidc sidco aravali,manesar,0.86,3323.0,2588.0,3.0,3.0,3+,3.0,South,Moderately Old,2588.0,1900.0,1877.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,81.0
195,flat,ats kocoon,sector 109,1.65,10645.0,1550.0,3.0,3.0,3,19.0,East,Relatively New,1745.0,1650.0,1550.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,159.0
196,flat,sare crescent parc,sector 92,0.92,4855.0,1895.0,4.0,5.0,3+,14.0,North-East,Moderately Old,,1895.0,1600.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,131.0
197,flat,raheja vedas,sector 108,2.15,4134.0,5201.0,3.0,4.0,3+,12.0,East,Relatively New,5200.0,4600.0,4000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,flat,m3m sierra 68,sector 68,1.08,8675.0,1245.0,2.0,2.0,3,1.0,West,Relatively New,1245.0,1130.0,930.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,149.0
199,flat,sare crescent parc,sector 92,0.49,4910.0,998.0,2.0,2.0,2,2.0,Na,Relatively New,,,998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
200,flat,dlf regal gardens,sector 90,1.25,7167.0,1744.0,3.0,3.0,2,11.0,East,Relatively New,1744.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0
201,flat,smart world gems,sector 89,0.97,8794.0,1103.0,2.0,2.0,3+,2.0,East,New Property,,1103.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
202,house,independent,sector 8,0.62,11273.0,550.0,3.0,1.0,0,2.0,,Undefined,,550.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,flat,puri the aravallis,sector 61,3.9,33220.0,1174.0,3.0,4.0,3+,33.0,South,Under Construction,,,1249.68879,0.0,1.0,0.0,0.0,0.0,0.0,0.0,158.0
204,house,independent,sector 7,1.75,11111.0,1575.0,4.0,2.0,2,2.0,,Old Property,1575.0,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,31.0
205,flat,tulip violet,sector 69,1.9,9453.0,2010.0,4.0,4.0,2,0.0,South-West,Relatively New,2010.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
206,flat,mapsko mount ville,sector 79,1.1,12731.0,864.0,3.0,3.0,3,22.0,South-West,Relatively New,1490.0,,863.91,1.0,0.0,0.0,1.0,0.0,6.0,1.0,135.0
207,flat,ireo victory valley,sector 67,3.65,13529.0,2698.0,3.0,4.0,3+,18.0,North,Relatively New,2698.0,2490.0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,61.0
208,flat,dlf carlton estate,sector 43,2.1,15419.0,1362.0,3.0,3.0,1,2.0,East,Old Property,1362.0,,,0.0,0.0,1.0,0.0,0.0,3.0,1.0,88.0
209,flat,corona optus,sector 37c,1.27,7204.0,1763.0,3.0,3.0,3,2.0,South,Relatively New,1763.0,,1410.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,49.0
210,flat,ats kocoon,sector 109,2.22,10597.0,2095.0,3.0,3.0,3,20.0,East,Relatively New,2095.0,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,79.0
211,flat,godrej,sector 79,2.5,11141.0,2244.0,3.0,3.0,3+,5.0,Na,Undefined,,2244.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,flat,bestech park view city,sector 48,1.8,10251.0,1756.0,3.0,4.0,3,3.0,North-West,Moderately Old,,,1756.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,76.0
213,flat,signature global park,sohna road,0.9,8036.0,1120.0,3.0,2.0,2,2.0,South,Under Construction,1120.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0
214,flat,dlf new town heights,sector 90,1.6,6768.0,2364.0,4.0,4.0,3+,10.0,West,Relatively New,2364.0,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,88.0
215,flat,m3m woodshire,sector 107,0.75,5490.0,1366.0,2.0,2.0,3+,14.0,West,Relatively New,1366.0,,1050.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,174.0
216,house,international city by sobha phase 2,sector 109,9.4,26111.0,3600.0,5.0,6.0,3+,2.0,North-East,Relatively New,3600.0,,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,147.0
217,flat,emaar mgf the palm drive,sector 66,3.5,15909.0,2200.0,3.0,3.0,3,7.0,North-East,Moderately Old,2200.0,2125.0,2000.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,149.0
218,flat,sobha city,sector 108,2.5,14611.0,1711.0,3.0,3.0,2,19.0,East,New Property,1711.0,1480.0,1111.44,0.0,0.0,0.0,0.0,0.0,1.0,0.0,166.0
219,flat,experion windchants,sector 112,2.8,11471.0,2441.0,2.0,3.0,2,9.0,South-East,Relatively New,2441.0,1939.03,1800.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,137.0
220,flat,ashiana mulberry,sohna road,0.74,6016.0,1230.0,2.0,2.0,3+,12.0,Na,Relatively New,,,1230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0
221,flat,sare crescent parc royal greens phase 1,sector 92,0.5,5000.0,1000.0,2.0,2.0,3,2.0,North-East,Undefined,,1000.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,house,independent,sector 7,0.45,5000.0,900.0,3.0,2.0,0,1.0,,Undefined,,,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,flat,orris aster court premier,sector 85,1.73,6758.0,2560.0,4.0,5.0,3+,8.0,East,Relatively New,2560.0,2017.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0
224,flat,dlf the skycourt,sector 86,1.55,8031.0,1930.0,3.0,3.0,3,5.0,South,Relatively New,1930.0,1900.0,1720.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0
225,flat,birla navya,sector 63a,3.7,15417.0,2400.0,3.0,3.0,3+,1.0,North,Under Construction,,,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0
226,flat,bestech park view ananda,sector 81,0.95,6985.0,1360.0,2.0,2.0,2,13.0,South-East,Relatively New,1360.0,1150.0,894.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,167.0
227,flat,emaar mgf emerald floors premier,sector 65,3.5,17722.0,1975.0,4.0,4.0,3,4.0,East,Relatively New,1975.0,,,0.0,1.0,0.0,0.0,0.0,4.0,1.0,114.0
228,flat,green court,new,0.38,5507.0,690.0,2.0,2.0,1,7.0,Na,Under Construction,,,690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0
229,flat,shapoorji pallonji joyville gurugram,sector 102,1.28,10535.0,1215.0,2.0,2.0,3,10.0,East,Relatively New,1215.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
230,house,independent,sector 49,4.45,15451.0,2880.0,6.0,6.0,3,3.0,North,Moderately Old,2880.0,,,1.0,1.0,1.0,1.0,0.0,4.0,2.0,152.0
231,flat,dlf the skycourt,sector 86,1.5,9740.0,1540.0,3.0,3.0,3+,18.0,West,Relatively New,1929.0,1780.0,1540.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0
232,flat,signature global park,sohna road,0.75,6938.0,1081.0,3.0,2.0,3+,4.0,East,New Property,,,1081.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0
233,flat,brisk lumbini terrace homes,sector 109,1.38,6339.0,2177.0,3.0,3.0,1,4.0,Na,Moderately Old,,,2177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
234,flat,experion the heartsong,sector 108,1.7,8487.0,2003.0,3.0,4.0,3+,14.0,South-East,Relatively New,2003.0,1500.29,1140.98,0.0,1.0,0.0,0.0,0.0,0.0,0.0,119.0
235,house,independent,sector 26,4.0,29630.0,1350.0,4.0,4.0,3,2.0,North,Old Property,1350.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.0
236,flat,emaar gurgaon greens,sector 102,1.49,9030.0,1650.0,3.0,3.0,3,10.0,North-East,Relatively New,1650.0,,1022.58,0.0,0.0,0.0,0.0,0.0,0.0,1.0,159.0
237,flat,eldeco accolade,sohna road,1.1,7550.0,1457.0,3.0,2.0,3,13.0,Na,Relatively New,1457.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0
238,flat,dlf the ultima,sector 81,2.4,11412.0,2103.0,3.0,3.0,3+,12.0,North-East,Relatively New,2103.0,1650.0,1257.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,49.0
239,flat,my home,sector 110,0.22,4400.0,500.0,2.0,2.0,1,1.0,Na,New Property,,,500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
240,house,independent,sector 55,1.64,10123.0,1620.0,3.0,3.0,2,4.0,South,New Property,1620.0,,,1.0,1.0,0.0,0.0,0.0,4.0,1.0,54.0
241,flat,antriksh heights,sector 84,0.69,5111.0,1350.0,2.0,2.0,3+,8.0,West,Relatively New,1350.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0
242,house,independent,sector 9,3.2,13519.0,2367.0,3.0,3.0,2,1.0,East,Old Property,2367.0,,,0.0,0.0,0.0,0.0,0.0,3.0,1.0,36.0
243,flat,breez global hill view,sohna road,0.35,5600.0,625.0,2.0,2.0,2,14.0,Na,Relatively New,,,625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0
244,flat,signature global solera,sector 107,0.29,5930.0,489.0,2.0,2.0,2,3.0,East,Relatively New,,,489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
245,flat,experion the heartsong,sector 108,1.55,7738.0,2003.0,3.0,3.0,3+,7.0,North-East,Relatively New,2003.0,1750.0,1550.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,174.0
246,flat,smart world gems,sector 89,1.3,9136.0,1423.0,3.0,3.0,2,2.0,Na,New Property,,,1423.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
247,house,independent,sector 38,8.0,25616.0,3123.0,10.0,10.0,3+,1.0,North,Undefined,,347.0,215.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
248,flat,m3m heights,sector 65,2.5,13602.0,1838.0,3.0,3.0,3,19.0,Na,Under Construction,1828.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
249,flat,shree vardhman flora,sector 90,0.7,5385.0,1300.0,2.0,2.0,3,13.0,Na,New Property,1300.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
250,flat,tulip ivory,sector 70,2.0,8333.0,2400.0,4.0,5.0,3+,6.0,East,Moderately Old,2400.0,,1850.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,95.0
251,flat,sobha city,sector 108,2.95,14728.0,2003.0,3.0,4.0,2,12.0,East,Relatively New,2003.0,1600.0,1400.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,49.0
252,flat,birla navya,sector 63a,3.3,15349.0,2150.0,3.0,3.0,3,4.0,West,Under Construction,2150.0,,1200.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,52.0
253,flat,signature global park,sohna road,0.65,5637.0,1153.0,2.0,2.0,2,2.0,North-West,Relatively New,1153.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,118.0
254,house,independent,sector 3,0.9,8929.0,1008.0,3.0,1.0,0,1.0,,Undefined,,1008.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,flat,godrej frontier,sector 80,1.1,5705.0,1928.0,3.0,3.0,3,8.0,North-West,Moderately Old,1928.0,1580.0,1391.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,111.0
256,flat,bestech park view residency,sector 2,0.55,8462.0,650.0,1.0,1.0,2,7.0,North,Moderately Old,650.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
257,house,independent,sohna road road,1.2,22305.0,538.0,4.0,4.0,3+,4.0,West,Old Property,538.0,,,0.0,0.0,0.0,0.0,0.0,6.0,0.0,8.0
258,flat,umang winter hills,sector 77,0.8,5961.0,1342.0,2.0,2.0,2,10.0,North,Relatively New,1342.0,,1000.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,49.0
259,flat,emaar mgf the palm drive,sector 66,3.4,15455.0,2200.0,3.0,4.0,3,9.0,East,Relatively New,2200.0,,,0.0,1.0,1.0,0.0,0.0,4.0,1.0,96.0
260,house,naman residency,sector 4,0.5,11111.0,450.0,2.0,2.0,2,2.0,West,New Property,450.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,14.0
261,flat,dlf new town heights,sector 90,1.9,5684.0,3343.0,4.0,4.0,3+,7.0,North-West,Relatively New,2727.0,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,88.0
262,flat,ramprastha the edge towers,sector 37d,1.1,5528.0,1990.0,3.0,3.0,3,9.0,Na,Undefined,,1990.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0
263,flat,tata primanti,sector 72,4.0,16032.0,2495.0,4.0,5.0,3+,22.0,West,Relatively New,2905.0,,2495.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,174.0
264,house,independent,sector 13,2.25,6944.0,3240.0,10.0,10.0,2,1.0,East,Undefined,,,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,flat,capital residences 360,sector 70a,1.15,11500.0,1000.0,2.0,2.0,3,4.0,East,New Property,1450.0,1400.0,1000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,132.0
266,flat,hsiidc sidco aravali,manesar,0.91,3516.0,2588.0,3.0,3.0,3+,8.0,East,Moderately Old,2588.0,1900.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0
267,flat,cancon enclave,sector 4,1.05,7778.0,1350.0,3.0,2.0,2,2.0,Na,New Property,,,1350.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
268,flat,orchid petals,sector 49,2.55,12319.0,2070.0,3.0,4.0,3,8.0,East,Relatively New,2070.0,2060.0,1760.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,49.0
269,flat,shree vardhman flora,sector 90,0.75,5769.0,1300.0,2.0,2.0,3,8.0,North-East,Undefined,,,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
270,flat,ansal heights 86,sector 86,0.67,5099.0,1314.0,2.0,2.0,1,10.0,Na,Relatively New,1360.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0
271,flat,signature global rosellia,sector 95,0.45,8755.0,514.0,2.0,2.0,2,14.0,Na,New Property,,,514.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
272,flat,m3m capital,sector 113,2.37,11499.0,2061.0,4.0,4.0,3+,20.0,East,Under Construction,,2060.0,1600.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0
273,house,dlf city plots,sector 26,17.0,37627.0,4518.0,5.0,6.0,3,2.0,North-West,Old Property,4518.0,,,0.0,1.0,1.0,1.0,0.0,5.0,1.0,87.0
274,house,independent,sector 57,4.7,21759.0,2160.0,3.0,3.0,2,2.0,North,Old Property,2160.0,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,43.0
275,flat,vatika inxt floors,sector 82a,0.75,7500.0,1000.0,2.0,2.0,2,1.0,Na,Undefined,,1000.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,flat,godrej nature plus,sector 33,1.1,7971.0,1380.0,2.0,2.0,2,14.0,North,Undefined,,,1380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0
277,house,independent,sohna road,1.5,14245.0,1053.0,2.0,3.0,2,1.0,North,New Property,1053.0,,,1.0,0.0,0.0,1.0,0.0,2.0,1.0,69.0
278,flat,dlf express greens,manesar,1.6,6809.0,2350.0,4.0,6.0,3+,4.0,North-East,Relatively New,,,2350.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,49.0
279,flat,m3m sky lofts,sector 71,0.9,13177.0,683.0,1.0,1.0,0,6.0,Na,New Property,,683.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0
280,house,nirvana cedar crest,sector 50,3.99,8867.0,4500.0,4.0,5.0,3+,4.0,North-East,New Property,4500.0,,,0.0,1.0,0.0,1.0,0.0,4.0,1.0,112.0
281,house,independent,sector 21,0.45,8411.0,535.0,3.0,2.0,1,1.0,,Undefined,,,535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,flat,sobha city,sector 108,3.35,13267.0,2525.0,3.0,4.0,2,19.0,Na,New Property,2072.9,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0
283,flat,landmark the residency,sector 103,0.9,6667.0,1350.0,2.0,2.0,2,1.0,South-West,Relatively New,1350.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
284,flat,ireo skyon,sector 60,3.7,13214.0,2800.0,4.0,5.0,3,10.0,South,Relatively New,2800.0,,,0.0,1.0,0.0,0.0,0.0,4.0,1.0,165.0
285,house,experion windchants,sector 112,7.99,12520.0,6382.0,4.0,6.0,3,2.0,South-East,New Property,,6382.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,129.0
286,flat,bestech park view ananda,sector 81,1.35,7542.0,1790.0,3.0,3.0,3+,10.0,North-East,Moderately Old,1790.0,,1130.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,72.0
287,flat,indiabulls centrum park,sector 103,1.15,7765.0,1481.0,2.0,2.0,3,8.0,North-East,Relatively New,1481.0,1250.0,,1.0,0.0,0.0,0.0,0.0,2.0,1.0,135.0
288,flat,pareena coban residences,sector 99a,1.02,8793.0,1160.0,2.0,2.0,3,3.0,North,Relatively New,1550.0,1430.0,1160.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0
289,flat,signature global park,sohna road,0.54,7200.0,750.0,2.0,2.0,2,4.0,North-East,Under Construction,,,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
290,flat,orchid petals,sector 49,2.51,12179.0,2061.0,3.0,3.0,3+,7.0,East,Old Property,2061.0,,,1.0,0.0,0.0,0.0,0.0,3.0,1.0,72.0
291,flat,bestech park view sanskruti,sector 92,1.83,7871.0,2325.0,4.0,3.0,3,8.0,East,New Property,2325.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,128.0
292,house,independent,sector 12,2.9,10741.0,2700.0,7.0,7.0,3,2.0,South-West,Old Property,2700.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
